name	locality	segments
Ljungvägen	Grevie	7
Salomonhögsvägen	Grevie	7
Segelstorpsvägen	Grevie	7
Öllövsvägen	Grevie	7
Hammarsgårdsvägen	Grillby	12
Segersta gårds väg	Grillby	12
Segerstavägen	Grillby	10
Storgatan	Grillby	10
Lilla Segerstavägen	Grillby	9
Villagatan	Grillby	9
Sjövägen	Grillby	8
Målarvägen	Grillby	7
Smedstorpsvägen	Grillby	7
Krägga strandväg	Grillby	6
Skatelövsvägen	Grimslöv	13
Stationsgatan	Grimslöv	7
Kullsvägen	Grimslöv	6
Snickarvägen	Grimslöv	6
Fereboavägen	Grimslöv	4
Järnvägen	Grimslöv	4
Lönashultsvägen	Grimslöv	4
Aspvägen	Grimslöv	3
Hantverkargatan	Grimslöv	3
Lyckliga gatan	Grimslöv	3
Björkövägen	Grimstorp	6
Skärvövägen	Grimstorp	6
Annemovägen	Grimstorp	5
Hattsjövägen	Grimstorp	5
Mickel Göings väg	Grimstorp	5
Svalövägen	Grimstorp	5
Blåsippevägen	Grimstorp	4
Höglandsgatan	Grimstorp	4
Högövägen	Grimstorp	4
Vitsippevägen	Grimstorp	4
Storgatan	Grimsås	14
Ängsgatan	Grimsås	12
Skolgatan	Grimsås	10
Idrottsgatan	Grimsås	7
Källegatan	Grimsås	7
Äspåsvägen	Grimsås	7
Limmaredsvägen	Grimsås	6
Norra vägen	Grimsås	6
Flodalavägen	Grimsås	5
Fridhemsgatan	Grimsås	5
Kalvskärsvägen	Grisslehamn	36
Norrgärdesvägen	Grisslehamn	30
Gamla landsvägen	Grisslehamn	26
Kvarnsandsvägen	Grisslehamn	25
Bergboövägen	Grisslehamn	23
Skatuddsvägen	Grisslehamn	23
Ekbacksvägen	Grisslehamn	22
Örsten	Grisslehamn	21
Finnarsörsvägen	Grisslehamn	18
Norrby byaväg	Grisslehamn	18
Gamla vägen	Grums	31
Hotellgatan	Grums	20
Sveagatan	Grums	19
Karlslundsgatan	Grums	13
Karlbergsgatan	Grums	11
Grönbergsgatan	Grums	10
Gruvövägen	Grums	8
Öbergsgatan	Grums	8
Industrigatan	Grums	7
Ringvägen	Grums	7
Bovikstensvägen	Grundsund	14
Backavägen	Grundsund	9
Slingervägen	Grundsund	9
Lönndalsvägen	Grundsund	8
Dammenvägen	Grundsund	7
Havsvyvägen	Grundsund	6
Lyshultsvägen	Grundsund	5
Skogen	Grundsund	5
Kleva	Grundsund	4
Torvvägen	Grundsund	4
Harmsarvsvägen	Grycksbo	24
Rättviksvägen	Grycksbo	13
Bergsätravägen	Grycksbo	12
Örjesbovägen	Grycksbo	12
Centrumvägen	Grycksbo	10
Studsarvsvägen	Grycksbo	9
Vippåvägen	Grycksbo	9
Kungsvägen	Grycksbo	8
Kyrkbyvägen	Grycksbo	8
Svedjevägen	Grycksbo	8
Rågeterdalsvägen	Gryt	11
Ekuddevägen	Gryt	10
Hummelviksvägen	Gryt	10
Horsviksvägen	Gryt	9
Klockaruddsvägen	Gryt	7
Evelundsvägen	Gryt	6
Lilla Getterövägen	Gryt	6
Snäckevarpsvägen	Gryt	6
Gåtebovägen	Gryt	5
Norrtorpsvägen	Gryt	4
Liebruksvägen	Grytgöl	6
Rommetorpsvägen	Grytgöl	6
Folkströmsvägen	Grytgöl	5
Krokkärrsvägen	Grytgöl	5
Hectorsvägen	Grytgöl	4
Högsfallsvägen	Grytgöl	3
Parkuddsvägen	Grytgöl	3
Skansgatan	Grytgöl	3
Borres väg	Grytgöl	2
Bromvägen	Grytgöl	2
Gruvgatan	Grythyttan	11
Sångesnäsvägen	Grythyttan	9
Badvägen	Grythyttan	8
Breviksvägen	Grythyttan	6
Mellanvägen	Grythyttan	6
Hammargatan	Grythyttan	5
Källbrovägen	Grythyttan	5
Skiffergatan	Grythyttan	5
Stationsgatan	Grythyttan	5
Bergslagsgatan	Grythyttan	4
Södra Hörksvägen	Grängesberg	46
Örtjärnsvägen	Grängesberg	44
Hörksnäsvägen	Grängesberg	35
Björkallén	Grängesberg	32
Bergsmansvägen	Grängesberg	20
Björnhyttevägen	Grängesberg	16
Flygfältsvägen	Grängesberg	16
Södra Hällsjövägen	Grängesberg	16
Örabergsvägen	Grängesberg	15
Övre Kyrkviksvägen	Grängesberg	13
Skiftesvägen	Gränna	13
Bergsgatan	Gränna	12
Överstegränd	Gränna	12
Gärdesvägen	Gränna	9
Sjögatan	Gränna	9
Amiralsvägen	Gränna	8
Hamnvägen	Gränna	8
Jonstorpsvägen	Gränna	8
Gamla Brunnsvägen	Gränna	7
Rådmansgränd	Gränna	7
Krukfällavägen	Gräsmyr	4
Pers gata	Gräsmyr	3
Mullsjövägen	Gräsmyr	1
Tobias väg	Gräsmyr	1
Oskarsgatan	Grästorp	12
Södergatan	Grästorp	12
Badgatan	Grästorp	11
Jon Jespersgatan	Grästorp	11
Storgatan	Grästorp	10
Ågatan	Grästorp	9
Odinsgatan	Grästorp	8
Lilla Bergsvägen	Grästorp	7
Tengenevägen	Grästorp	7
Lunnevivägen	Grästorp	6
Tolsjöhultsvägen	Gråbo	37
Monvägen	Gråbo	33
Aggetorpsvägen	Gråbo	26
Hörnemossevägen	Gråbo	24
Gråbovägen	Gråbo	22
Hjällsnäsvägen	Gråbo	21
Ljungslättsvägen	Gråbo	19
Olstorpsvägen	Gråbo	19
Benelyckevägen	Gråbo	18
Lundbyvägen	Gråbo	18
Finkmossvägen	Grödinge	20
Sedelvägen	Grödinge	20
Dalvägen	Grödinge	19
Grödingevägen	Grödinge	15
Hågelbyleden	Grödinge	15
Prästgårdsvägen	Grödinge	15
Tumbavägen	Grödinge	13
Björkvägen	Grödinge	12
Broängsvägen	Grödinge	11
Soltorpsvägen	Grödinge	11
Badvägen	Grönahög	1
Esperedsvägen	Grönahög	1
Lövstigen	Grönahög	1
Myggtjärnsvägen	Grönahög	1
Nyarpsvägen	Grönahög	1
Pilvägen	Grönahög	1
Trastvägen	Grönahög	1
Ulricehamnsvägen	Grönahög	1
Östentorpsvägen	Grönahög	1
Tostebergavägen	Gualöv	16
Byvägen	Gualöv	15
Östra Ljungbyvägen	Gualöv	14
Gyetorpsvägen	Gualöv	11
Konsumvägen	Gualöv	8
Massavägen	Gualöv	8
Släbovägen	Gualöv	8
Kolamossevägen	Gualöv	7
Stiftelsevägen	Gualöv	7
Vallvägen	Gualöv	7
Fridhemsvägen	Gudhem	9
Gamla Skövdevägen	Gudhem	8
Klostervägen	Gudhem	7
Torbjörntorpsvägen	Gudhem	6
Syrénvägen	Gudhem	5
Valtorpsvägen	Gudhem	5
Kattebergsvägen	Gudhem	4
Villavägen	Gudhem	4
Västerbovägen	Gudhem	4
Alströmsvägen	Gudhem	3
Elzwiks väg	Guldsmedshyttan	20
Herrgårdsvägen	Guldsmedshyttan	18
Stripavägen	Guldsmedshyttan	12
Gullblankavägen	Guldsmedshyttan	10
Gårdsvägen	Guldsmedshyttan	10
Källbrovägen	Guldsmedshyttan	8
Trädgårdsvägen	Guldsmedshyttan	8
Björkvägen	Guldsmedshyttan	7
Gruvbackevägen	Guldsmedshyttan	7
Nyhyttevägen	Guldsmedshyttan	7
Tallkottevägen	Gullabo	4
Binnaretorpsvägen	Gullabo	2
Gullabovägen	Gullabo	2
Enbärsvägen	Gullabo	1
Grankottevägen	Gullabo	1
Pårydsvägen	Gullabo	1
Timmervägen	Gullabo	1
Lenhovdavägen	Gullaskruv	6
Glasblåsarevägen	Gullaskruv	4
Tallhedsvägen	Gullaskruv	3
Västregårdsvägen	Gullaskruv	3
Intagsvägen	Gullaskruv	2
Lermadsvägen	Gullaskruv	2
Skogsgårdsvägen	Gullaskruv	2
Värdshusvägen	Gullaskruv	2
Bergtomtavägen	Gullaskruv	1
Fröneskruvsvägen	Gullaskruv	1
Frösakull ängar	Gullbrandstorp	20
Lyngavägen	Gullbrandstorp	19
Skälviksvägen	Gullbrandstorp	16
Doktorsvägen	Gullbrandstorp	15
Fammarpsvägen	Gullbrandstorp	15
Tylövägen	Gullbrandstorp	14
Kronoskogsvägen	Gullbrandstorp	13
Kustvägen	Gullbrandstorp	13
Skogsvägen	Gullbrandstorp	13
Tjuvahålsvägen	Gullbrandstorp	12
Gullholmsbaden	Gullholmen	8
Hagevägen	Gullholmen	2
Källevägen	Gullholmen	2
Blåsopp	Gullholmen	1
Gatan	Gullholmen	1
Idrottsgatan	Gullringen	11
Källebergsvägen	Gullringen	10
Ådalsvägen	Gullringen	10
Ydreforsvägen	Gullringen	6
Centrumgatan	Gullringen	5
Parkvägen	Gullringen	5
Kvarngatan	Gullringen	4
Pechlins väg	Gullringen	4
Storgatan	Gullringen	4
Furugatan	Gullringen	3
Villagatan	Gullspång	13
Östergatan	Gullspång	10
Västergatan	Gullspång	7
Bergsgatan	Gullspång	6
Gullstensgatan	Gullspång	6
Kraftverksgatan	Gullspång	6
Enbärsvägen	Gullspång	5
Hemgatan	Gullspång	5
Possegatan	Gullspång	5
Stampargatan	Gullspång	5
Blå vägen	Gunnarn	7
Finnäs	Gunnarn	3
Stationsvägen	Gunnarn	3
Västerviksvägen	Gunnarn	3
Stora vägen	Gunnarsbyn	11
Hallonvägen	Gunnarsbyn	7
Gamla Byavägen	Gunnarsbyn	6
Holmvägen	Gunnarsbyn	6
Nyvägen	Gunnarsbyn	6
Långsel	Gunnarsbyn	5
Parkvägen	Gunnarsbyn	4
Sportvägen	Gunnarsbyn	4
Blåbärsvägen	Gunnarsbyn	3
Daludden	Gunnarsbyn	3
Ekorrvägen	Gunnarskog	5
Älgstråket	Gunnarskog	5
Igelkottsvägen	Gunnarskog	3
Järvens väg	Gunnarskog	3
Rådjursvägen	Gunnarskog	3
Skramlevägen	Gunnarskog	3
Harvägen	Gunnarskog	2
Hjortvägen	Gunnarskog	2
Mårdvägen	Gunnarskog	2
Illervägen	Gunnarskog	1
Äskestocksvägen	Gunnebo	13
Ringvägen	Gunnebo	9
Centrumvägen	Gunnebo	7
Sportvägen	Gunnebo	7
Bruksvägen	Gunnebo	6
Kolgårdsvägen	Gunnebo	6
Dalsvägen	Gunnebo	5
Järövägen	Gunnebo	5
Marbacken	Gunnebo	5
Notuddsvägen	Gunnebo	5
Titteridammsvägen	Gunnilse	60
Rannebergsvägen	Gunnilse	48
Angereds storåsväg	Gunnilse	44
Rävebergsvägen	Gunnilse	22
Spadegatan	Gunnilse	22
Hästhagen	Gunnilse	21
Övre Storåsvägen	Gunnilse	21
Rappedalsvägen	Gunnilse	20
Gunnilsevägen	Gunnilse	15
Kryddkrassegatan	Gunnilse	14
Albäcksvägen	Gusselby	6
Kvarnabergsvägen	Gusselby	6
Bygatan	Gusselby	4
Bäckadalsvägen	Gusselby	3
Marielundsvägen	Gusselby	2
Sandviksvägen	Gusselby	2
Sågarbacken	Gusselby	2
Annelundsvägen	Gusselby	1
Gransnåret	Gusselby	1
Gusselbyvägen	Gusselby	1
Morbyvägen	Gustafs	20
Millionvägen	Gustafs	16
Överstevägen	Gustafs	15
Ljusterbrovägen	Gustafs	13
Naglarbyvägen	Gustafs	11
Knäppgatu	Gustafs	10
Rommevägen	Gustafs	10
Storhagavägen	Gustafs	10
Hagavägen	Gustafs	9
Oråsvägen	Gustafs	9
Gustavsbergsvägen	Gustavsberg	50
Skärgårdsvägen	Gustavsberg	43
Lagnövägen	Gustavsberg	28
Björnskogsvägen	Gustavsberg	27
Skyttevägen	Gustavsberg	23
Gamla Skärgårdsvägen	Gustavsberg	21
Rosenmalmsvägen	Gustavsberg	21
Pastor Ödmans väg	Gustavsberg	17
Toivovägen	Gustavsberg	17
Gustavsbergs allé	Gustavsberg	16
Nästegårdsvägen	Gustavsfors	12
Kronvägen	Gustavsfors	8
Bruksvägen	Gustavsfors	7
Lugnabovägen	Gustavsfors	7
Lövingevägen	Gustavsfors	2
Årjängsvägen	Gustavsfors	2
Betaniavägen	Gustavsfors	1
Hastabergsvägen	Gustavsfors	1
Thorinders väg	Gustavsfors	1
Bruksgatan	Gusum	10
Centrumplatsen	Gusum	8
Egnahemsvägen	Gusum	8
Ursättersvägen	Gusum	8
Högalidsvägen	Gusum	7
Grenvägen	Gusum	6
Åbyvägen	Gusum	6
Varggatan	Gusum	5
Fredsgatan	Gusum	4
Gästgivarevägen	Gusum	4
Granövägen	Gysinge	14
Mattövägen	Gysinge	14
Söderforsvägen	Gysinge	13
Björsjövägen	Gysinge	8
Hadevägen	Gysinge	8
Kolartorpsvägen	Gysinge	8
Åsbyvallvägen	Gysinge	7
Strångnäsvägen	Gysinge	6
Gysingevägen	Gysinge	5
Kerstinbo byväg	Gysinge	5
Nobelvägen	Gyttorp	10
Hälleforsvägen	Gyttorp	9
Noravägen	Gyttorp	8
Byvägen	Gyttorp	6
Stationsvägen	Gyttorp	5
Bergsängsvägen	Gyttorp	4
Nordstjärnevägen	Gyttorp	4
Åkervägen	Gyttorp	4
Aron Lundéns väg	Gyttorp	3
Karl IX:s väg	Gyttorp	3
Norgevägen	Gäddede	11
Brogatan	Gäddede	9
Strömsvägen	Gäddede	9
Backvägen	Gäddede	7
Björkvattenvägen	Gäddede	7
Hemvägen	Gäddede	6
Fjällvägen	Gäddede	5
Sagavägen	Gäddede	5
Doktor Hummels väg	Gäddede	4
Prästbacken	Gäddede	4
Parkgatan	Gällivare	28
Fjällnäsgränd	Gällivare	26
Andra sidanvägen	Gällivare	15
Cellulosavägen	Gällivare	12
Luleåvägen	Gällivare	12
Lasarettsgatan	Gällivare	11
Södra bussgatan	Gällivare	10
Kyrkstugugatan	Gällivare	9
Wennerströmsvägen	Gällivare	9
Hantverkaregatan	Gällivare	8
Abborrkroksvägen	Gällnöby	16
Löknäsvägen	Gällnöby	11
Kalvsviksuddsvägen	Gällnöby	10
Tranviksvägen	Gällnöby	8
Överby kvarnväg	Gällnöby	8
Boda byväg	Gällnöby	7
Hasselviksvägen	Gällnöby	7
Metkroksvägen	Gällnöby	7
Norrvägen	Gällnöby	7
Svartviksvägen	Gällnöby	7
Skolgatan	Gällstad	14
Norra vägen	Gällstad	13
Stora vägen	Gällstad	12
Boråsvägen	Gällstad	9
Byvägen	Gällstad	9
Ulricehamnsvägen	Gällstad	9
Graningevägen	Gällstad	4
Kärråsvägen	Gällstad	4
Mejerivägen	Gällstad	4
Biblioteksgatan	Gällstad	3
Revsundsvägen	Gällö	17
Sågvägen	Gällö	13
Arnljotsvägen	Gällö	9
Almqvistvägen	Gällö	8
Gällö Stationsvägen	Gällö	7
Skolvägen	Gällö	7
Gällövägen	Gällö	6
Sefastvägen	Gällö	5
Mickelvägen	Gällö	4
Per-Aronsvägen	Gällö	4
Fredrika Bremers väg	Gärds Köpinge	17
Lillevångsvägen	Gärds Köpinge	11
Mossagårdsvägen	Gärds Köpinge	7
Hovby byagata	Gärds Köpinge	6
Ulrikas väg	Gärds Köpinge	6
Malmövägen	Gärds Köpinge	5
Bamsholmsvägen	Gärds Köpinge	4
Franks väg	Gärds Köpinge	4
Gringelstadsvägen	Gärds Köpinge	4
Hovbyvägen	Gärds Köpinge	4
Vångavägen	Gärsnäs	17
Tågarpsvägen	Gärsnäs	11
Malmövägen	Gärsnäs	10
Tystabäcksvägen	Gärsnäs	10
Rävkroksvägen	Gärsnäs	8
Slottsvägen	Gärsnäs	8
Storgatan	Gärsnäs	8
Gamla kyrkvägen	Gärsnäs	6
Nils Svens väg	Gärsnäs	6
Stenhedsvägen	Gärsnäs	6
Västervägen	Gästrike-Hammarby	15
Sturestensvägen	Gästrike-Hammarby	11
Skommargatan	Gästrike-Hammarby	9
Mombygatan	Gästrike-Hammarby	8
Åttersta hytta	Gästrike-Hammarby	8
Övermyravägen	Gästrike-Hammarby	8
Åtterstavägen	Gästrike-Hammarby	6
Ovansjövägen	Gästrike-Hammarby	5
Gripvägen	Gästrike-Hammarby	4
Nymnenvägen	Gästrike-Hammarby	4
Sätrahöjden	Gävle	45
Norra Åbyggebyvägen	Gävle	42
Strömsbrovägen	Gävle	41
Utnoravägen	Gävle	41
Södra Kungsgatan	Gävle	40
Forsbyvägen	Gävle	39
Hamnleden	Gävle	35
Nygatan	Gävle	34
Skogmursvägen	Gävle	33
Hillevägen	Gävle	31
Kråkereds Sjöväg	Gånghester	19
Polonäsgränd	Gånghester	15
Sörmarksgatan	Gånghester	15
Stora vägen	Gånghester	13
Brotorpsgatan	Gånghester	12
Gånghestersvägen	Gånghester	12
Rydsvägen	Gånghester	10
Holmens väg	Gånghester	9
Idrottsvägen	Gånghester	8
Kapellvägen	Gånghester	8
Källarbroängsvägen	Gårdsjö	6
Åsebolsvägen	Gårdsjö	6
Parkgatan	Gårdsjö	5
Blomstervägen	Gårdsjö	4
Göte Hellmans väg	Gårdsjö	4
Badhusgatan	Gårdsjö	3
Hulan Sjövägen	Gårdsjö	3
Hulan Strandvägen	Gårdsjö	3
Kyrkogatan	Gårdsjö	3
Högsåsvägen	Gårdsjö	2
Timmervägen	Göta	10
Götaslättsvägen	Göta	8
Bistockvägen	Göta	5
Hanströmsvägen	Göta	5
Peråsliden	Göta	5
Stenhusvägen	Göta	5
Södra Granliden	Göta	5
Bäckvägen	Göta	4
Götabruks väg	Göta	4
Kantvägen	Göta	4
Hjalmar Brantingsgatan	Göteborg	236
Långströmsgatan	Göteborg	165
Lindholmsallén	Göteborg	159
Danska vägen	Göteborg	125
Litteraturgatan	Göteborg	125
Björlandavägen	Göteborg	120
Södra vägen	Göteborg	94
Herkulesgatan	Göteborg	92
Gamlestadsvägen	Göteborg	91
Nya allén	Göteborg	90
Lidköpingsvägen	Götene	15
Norra Skaravägen	Götene	14
Järnvägsgatan	Götene	13
Vättlösavägen	Götene	13
Västgötagatan	Götene	12
Västerbyvägen	Götene	11
Holmestadvägen	Götene	10
Götgatan	Götene	9
Linnégatan	Götene	9
Västra Torsgatan	Götene	9
Lundgatan	Habo	23
Munkvägen	Habo	20
Malmgatan	Habo	18
Kråkerydsvägen	Habo	15
Kärrsvägen	Habo	15
Tidaholmsvägen	Habo	13
Fågelvägen	Habo	12
Bagaregatan	Habo	10
Bränningeleden	Habo	10
Kyrkvägen	Habo	10
Näckstavägen	Hackås	12
Hackåsvägen	Hackås	10
Kyrkvägen	Hackås	5
Fästevägen	Hackås	4
Hamnvägen	Hackås	4
Hovslidenvägen	Hackås	4
Näsvägen	Hackås	4
Restgata	Hackås	4
Björkvägen	Hackås	3
Hovsvägen	Hackås	3
Ängfallhedsvägen	Hagfors	20
Filarevägen	Hagfors	14
Skålviksvägen	Hagfors	14
Parkvägen	Hagfors	11
Uvedsvägen	Hagfors	11
Hagälvsvägen	Hagfors	8
Ekendals väg	Hagfors	7
Källsåsvägen	Hagfors	7
Nils Johans väg	Hagfors	7
Ringvägen	Hagfors	7
Stampes väg	Hajom	5
Gnejsvägen	Hajom	4
Fältspatsvägen	Hajom	2
Glimmervägen	Hajom	2
Kvartsvägen	Hajom	2
Stomvägen	Hajom	2
Lammalyckevägen	Hajom	1
Stordalsvägen	Hajom	1
Valla kyrkväg	Hakenäset	25
Vallhamn industriväg	Hakenäset	12
Dösevägen	Hakenäset	10
Sörbyvägen	Hakenäset	5
Gläsehed	Hakenäset	4
Kråkedalsvägen	Hakenäset	4
Rödgårdarnas väg	Hakenäset	1
Byavägen	Hakkas	6
Lompolovaaravägen	Hakkas	5
Lingonbergsvägen	Hakkas	4
Kalixvägen	Hakkas	3
Kyrkvägen	Hakkas	3
Gästgivarevägen	Hakkas	2
Mellanvägen	Hakkas	2
Vilhelms väg	Hakkas	2
Ailis väg	Hakkas	1
Bergvägen	Hakkas	1
Abborremålavägen	Hallabro	25
Belganetsvägen	Hallabro	20
Bökemålavägen	Hallabro	17
Gamla Kongavägen	Hallabro	14
Gummagölsvägen	Hallabro	13
Sockenvägen	Hallabro	13
Rävsmålavägen	Hallabro	12
Traneråsvägen	Hallabro	11
Grårörsvägen	Hallabro	10
Österhallvägen	Hallabro	9
Lillåvägen	Hallaryd	7
Hallandsvägen	Hallaryd	5
Vekavägen	Hallaryd	5
Masugnsvägen	Hallaryd	4
Dammvägen	Hallaryd	3
Gamla Hallarydsvägen	Hallaryd	3
Häradsvägen	Hallaryd	3
Näsvägen	Hallaryd	3
Prästgårdsvägen	Hallaryd	3
Bankvägen	Hallaryd	2
Skansvägen	Hallen	17
Karolinervägen	Hallen	10
Tallbacksvägen	Hallen	7
Backvägen	Hallen	6
Randklevs väg	Hallen	6
Grönvägen	Hallen	5
Syrénstorpsvägen	Hallen	5
Cubavägen	Hallen	4
Hallvägen	Hallen	4
Industrivägen	Hallen	4
Korsbergsgatan	Hallsberg	15
Vibytorpsvägen	Hallsberg	15
Långgatan	Hallsberg	13
Långängsvägen	Hallsberg	13
Kårstahultsgatan	Hallsberg	12
Lingongatan	Hallsberg	12
Ängvaktarvägen	Hallsberg	12
Samzeliigatan	Hallsberg	11
Östra Storgatan	Hallsberg	11
Allégatan	Hallsberg	10
Bergslagsvägen	Hallstahammar	39
Olbergavägen	Hallstahammar	21
Usterstavägen	Hallstahammar	20
Rallstavägen	Hallstahammar	19
Häradsvägen	Hallstahammar	18
Brånstaleden	Hallstahammar	16
Trädgårdsgatan	Hallstahammar	15
Parkgatan	Hallstahammar	14
Mogatan	Hallstahammar	13
Norra Lyckovägen	Hallstahammar	13
Gottstavägen	Hallstavik	32
Edebovägen	Hallstavik	16
Gribbyvägen	Hallstavik	15
Norra Uppsalavägen	Hallstavik	15
Industrivägen	Hallstavik	12
Lindrisvägen	Hallstavik	11
Skolvägen	Hallstavik	11
Sättrabacken	Hallstavik	11
Östervägen	Hallstavik	11
Göringe byväg	Hallstavik	10
Knipvägen	Halltorp	13
Fåraviksvägen	Halltorp	9
Separatorvägen	Halltorp	6
Ekenäsgatan	Halltorp	5
Glasholmsvägen	Halltorp	5
Lyckhultsvägen	Halltorp	5
Skeppsvarvsgatan	Halltorp	5
Yggesbovägen	Halltorp	5
Bondebäcksvägen	Halltorp	4
Enuddegatan	Halltorp	4
Laholmsvägen	Halmstad	35
Wrangelsgatan	Halmstad	34
Fyllingevägen	Halmstad	33
Ljungbyvägen	Halmstad	32
Bäckagårdsvägen	Halmstad	30
Furuvägen	Halmstad	29
Ramgränd	Halmstad	29
Växjövägen	Halmstad	28
Slottsjordsvägen	Halmstad	25
Stenhuggerivägen	Halmstad	25
Slotteberget	Hamburgsund	14
Kaprifolvägen	Hamburgsund	10
Länsvägen	Hamburgsund	10
Norgårdsvägen	Hamburgsund	10
Strandvägen	Hamburgsund	9
Sandviksvägen	Hamburgsund	8
Monekilsvägen	Hamburgsund	7
Kville Prästgårdsvägen	Hamburgsund	6
Myrvägen	Hamburgsund	6
Plureviksvägen	Hamburgsund	6
Hargebadsvägen	Hammar	15
Långa vägen	Hammar	14
Gårdsvägen	Hammar	12
Fabriksvägen	Hammar	9
Skyrstavägen	Hammar	8
Slingvägen	Hammar	8
Västanviksvägen	Hammar	8
Gamla vägen	Hammar	7
Sundsholmsvägen	Hammar	7
Prästkragevägen	Hammar	6
Idrottsvägen	Hammarstrand	22
Kullstavägen	Hammarstrand	12
Centralgatan	Hammarstrand	9
Nyviksvägen	Hammarstrand	8
Gullbacksvägen	Hammarstrand	7
Strandvägen	Hammarstrand	7
Hammarvägen	Hammarstrand	6
Vättaslingan	Hammarstrand	5
Hammarbacken	Hammarstrand	4
Solvägen	Hammarstrand	4
Lövnäsleden	Hammarö	18
Lövnäsvägen	Hammarö	18
Båtvägen	Hammarö	17
Ålvägen	Hammarö	17
Götetorpsvägen	Hammarö	15
Abborrvägen	Hammarö	14
Nolgårdsvägen	Hammarö	14
Hovlandavägen	Hammarö	13
Kilenevägen	Hammarö	11
Lillmossevägen	Hammarö	11
Södergårdavägen	Hammenhög	15
Norregårdavägen	Hammenhög	9
Vallby norrväg	Hammenhög	9
Vallby kvarnväg	Hammenhög	8
Vallbyvägen	Hammenhög	7
Vallby kyrkväg	Hammenhög	6
Herrestadsvägen	Hammenhög	5
Rävåkravägen	Hammenhög	5
Solbackavägen	Hammenhög	5
Ystadsvägen	Hammenhög	5
Häradsvägen	Hammerdal	13
Järnvägsgatan	Hammerdal	9
Svartviksgatan	Hammerdal	8
Hantverkargatan	Hammerdal	7
Storgatan	Hammerdal	7
Åsgatan	Hammerdal	7
Fyråvägen	Hammerdal	6
Dragåsvägen	Hammerdal	5
Hembygdsvägen	Hammerdal	4
Mogatan	Hammerdal	4
Gisslagårdsvägen	Hamneda	5
Lingvägen	Hamneda	3
Sunnerborgsvägen	Hamneda	3
Viltstigen	Hamneda	3
Jägarstigen	Hamneda	2
Lodjurstigen	Hamneda	2
Marknadsvägen	Hamneda	2
Mårdstigen	Hamneda	2
Sunnevivägen	Hamneda	2
Björsagårdsvägen	Hamneda	1
Tackåsenvägen	Hamra	16
Rensjövägen	Hamra	14
Björkbergsvägen	Hamra	13
Fågelsjö Gryssjövägen	Hamra	9
Hamravallsvägen	Hamra	9
Knoppvägen	Hamra	9
Pilkavägen	Hamra	8
Tandsjöborg Kolonatvägen	Hamra	8
Vallvägen	Hamra	8
Vassjöåvägen	Hamra	8
Trödjefjärdsvägen	Hamrångefjärden	34
Hamrångevägen	Hamrångefjärden	33
Södra Hagstavägen	Hamrångefjärden	22
Bergbyvägen	Hamrångefjärden	21
Hans-Olsvägen	Hamrångefjärden	21
Västerbergsvägen	Hamrångefjärden	20
Ockelbovägen	Hamrångefjärden	18
Sjöviksvägen	Hamrångefjärden	18
Trödjevägen	Hamrångefjärden	18
Värövägen	Hamrångefjärden	18
Norra Bjärlövsvägen	Hanaskog	12
Fridarpsvägen	Hanaskog	10
Ballingstorpsvägen	Hanaskog	8
Cederborgs väg	Hanaskog	7
Björkvägen	Hanaskog	6
Prästvägen	Hanaskog	6
Vindelgatan	Hanaskog	6
Övarpsvägen	Hanaskog	6
Anna Åströms väg	Hanaskog	5
Badvägen	Hanaskog	4
Nynäsvägen	Handen	77
Södra Jordbrovägen	Handen	34
Sommarbo	Handen	25
Dåntorpsvägen	Handen	24
Pusshagen	Handen	23
Krogtäppan	Handen	22
Kolartorps allé	Handen	21
Dalarövägen	Handen	19
Moränvägen	Handen	18
Blockstensvägen	Handen	17
Dalarövägen	Haninge	100
Åvavägen	Haninge	48
Tyrestavägen	Haninge	40
Svartbäckens by	Haninge	31
Gudöbroleden	Haninge	27
Västerport	Haninge	26
Stora Björnens gata	Haninge	25
Vendelsömalmsvägen	Haninge	24
Albatrossvägen	Haninge	23
Källtorpsvägen	Haninge	22
Storgatan	Haparanda	22
Västra Esplanaden	Haparanda	21
Köpmansgatan	Haparanda	14
Marielundsvägen	Haparanda	14
Björnholmsgatan	Haparanda	11
Stationsgatan	Haparanda	10
Torggatan	Haparanda	9
Bondegatan	Haparanda	8
Repslagaregatan	Haparanda	7
Strandgatan	Haparanda	7
Kamrumvägen	Harads	20
Stallbacken	Harads	9
Tempelbacken	Harads	8
Edeforsvägen	Harads	7
Bodträskforsvägen	Harads	6
Herrgårdsvägen	Harads	6
Utsiktsvägen	Harads	6
Betsvägen	Harads	5
Edestrandsvägen	Harads	5
Flottningsvägen	Harads	5
Uppsalavägen	Harbo	10
Eklundavägen	Harbo	9
Täppavägen	Harbo	8
Sankta birgittas väg	Harbo	7
Harbonäsvägen	Harbo	5
Kikvägen	Harbo	5
Funkbovägen	Harbo	4
Kristinelundsvägen	Harbo	4
Steneborgsvägen	Harbo	4
Flobergavägen	Harbo	3
Hjälmavägen	Harestad	69
Nolviks kile	Harestad	27
Nolhöjdsvägen	Harestad	24
Högenvägen	Harestad	23
Kronogårdsvägen	Harestad	21
Kallhedsvägen	Harestad	19
Spänstvägen	Harestad	18
Västra Kronogårdsvägen	Harestad	13
Kallhedsliden	Harestad	11
Kallhedsnäsvägen	Harestad	11
Hargsvägen	Hargshamn	23
Braxenbolsvägen	Hargshamn	13
